ts,value,counter_name,t_s
1427684810596,-1.0,Textures / Fragment,0.001382396
1427684810908,-1.0,ALU / Vertex,0.001382708
1427684811377,-1.0,ALU / Fragment,0.001383177
1427684811742,-1.0,EFU / Fragment,0.001383542
1427684812158,-1.0,EFU / Vertex,0.001383958
1427684812575,0.0,% Time Shading Fragments,0.001384375
1427684812992,0.0,% Time Shading Vertices,0.001384792
1427684813356,0.0,% Time Compute,0.001385156
1427684813721,0.0,% Shader ALU Capacity Utilized,0.001385521
1427684814085,0.0,% Time ALUs Working,0.001385885
1427684814450,0.0,% Time EFUs Working,0.00138625
1427684814815,0.0,% Nearest Filtered,0.001386615
1427684815179,0.0,% Linear Filtered,0.001386979
1427684815544,0.0,% Anisotropic Filtered,0.001387344
1427684815960,0.0,% Non-Base Level Textures,0.00138776
1427684816325,0.0,Read Total (Bytes/sec),0.001388125
1427684816690,129507.0625,Write Total (Bytes/sec),0.00138849
1427684817106,0.0,Texture Memory Read BW (Bytes/Second),0.001388906
1427684817523,0.0,Vertex Memory Read (Bytes/Second),0.001389323
1427684817888,0.0,SP Memory Read (Bytes/Second),0.001389688
1427684818252,-1.0,Avg Bytes / Fragment,0.001390052
1427684818669,0.0,Avg Bytes / Vertex,0.001390469
1427684819085,0.0,Preemptions / second,0.001390885
1427684819450,0.0,Avg Preemption Delay,0.00139125
1427684819815,545000000.0,GPU Frequency,0.001391615
1427686066794,544923328.0,Clocks / Second,0.002638594
1427686068356,100.0,GPU % Bus Busy,0.002640156
1427686069086,0.0,% Vertex Fetch Stall,0.002640886
1427686069711,0.0,% Texture Fetch Stall,0.002641511
1427686070284,-1.0,L1 Texture Cache Miss Per Pixel,0.002642084
1427686070596,0.0,% Texture L2 Miss,0.002642396
1427686071013,0.0,% Stalled on System Memory,0.002642813
1427686071325,0.0,Pre-clipped Polygons/Second,0.002643125
1427686071690,0.0,% Prims Trivially Rejected,0.00264349
1427686072002,0.0,% Prims Clipped,0.002643802
1427686072419,0.0,Average Vertices / Polygon,0.002644219
1427686072731,0.0,Reused Vertices / Second,0.002644531
1427686073096,-1.0,Average Polygon Area,0.002644896
1427686073409,0.0,% Shaders Busy,0.002645209
1427686073721,0.0,Vertices Shaded / Second,0.002645521
1427686074086,-1.0,Fragments Shaded / Second,0.002645886
1427686074450,-1.0,Vertex Instructions / Second,0.00264625
1427686074815,-1.0,Fragment Instructions / Second,0.002646615
1427686075179,-1.0,Fragment ALU Instructions / Sec (Full),0.002646979
1427686075492,-1.0,Fragment ALU Instructions / Sec (Half),0.002647292
1427686075856,-1.0,Fragment EFU Instructions / Second,0.002647656
1427686076169,-1.0,Textures / Vertex,0.002647969
1427686076534,-1.0,Textures / Fragment,0.002648334
1427686076898,-1.0,ALU / Vertex,0.002648698
1427686077315,-1.0,ALU / Fragment,0.002649115
1427686077627,-1.0,EFU / Fragment,0.002649427
1427686077992,-1.0,EFU / Vertex,0.002649792
1427686078409,0.0,% Time Shading Fragments,0.002650209
1427686078825,0.0,% Time Shading Vertices,0.002650625
1427686079242,0.0,% Time Compute,0.002651042
1427686079554,0.0,% Shader ALU Capacity Utilized,0.002651354
1427686079867,0.0,% Time ALUs Working,0.002651667
1427686080231,0.0,% Time EFUs Working,0.002652031
1427686080596,0.0,% Nearest Filtered,0.002652396
1427686080909,0.0,% Linear Filtered,0.002652709
1427686081273,0.0,% Anisotropic Filtered,0.002653073
1427686081638,0.0,% Non-Base Level Textures,0.002653438
1427686082002,0.0,Read Total (Bytes/sec),0.002653802
1427686082367,174587.96875,Write Total (Bytes/sec),0.002654167
1427686082731,0.0,Texture Memory Read BW (Bytes/Second),0.002654531
1427686083148,0.0,Vertex Memory Read (Bytes/Second),0.002654948
1427686083513,0.0,SP Memory Read (Bytes/Second),0.002655313
1427686083877,-1.0,Avg Bytes / Fragment,0.002655677
1427686084190,0.0,Avg Bytes / Vertex,0.00265599
1427686084606,0.0,Preemptions / second,0.002656406
1427686084971,0.0,Avg Preemption Delay,0.002656771
1427686085336,545000000.0,GPU Frequency,0.002657136
1427687443200,544891328.0,Clocks / Second,0.004015
1427687448148,19.784921646118164,GPU % Bus Busy,0.004019948
1427687448982,0.6646045446395874,% Vertex Fetch Stall,0.004020782
1427687449659,0.0,% Texture Fetch Stall,0.004021459
1427687450544,-1.0,L1 Texture Cache Miss Per Pixel,0.004022344
1427687451221,27.529226303100586,% Texture L2 Miss,0.004023021
1427687451950,0.2691373825073242,% Stalled on System Memory,0.00402375
1427687452523,16806090.0,Pre-clipped Polygons/Second,0.004024323
1427687453044,32.80945587158203,% Prims Trivially Rejected,0.004024844
1427687453461,2.0879569053649902,% Prims Clipped,0.004025261
1427687453825,1.1000045537948608,Average Vertices / Polygon,0.004025625
1427687454190,36035776.0,Reused Vertices / Second,0.00402599
1427687454711,-1.0,Average Polygon Area,0.004026511
1427687455127,0.0,% Shaders Busy,0.004026927
1427687455440,18486774.0,Vertices Shaded / Second,0.00402724
1427687455804,-1.0,Fragments Shaded / Second,0.004027604
1427687456325,-1.0,Vertex Instructions / Second,0.004028125
1427687456690,-1.0,Fragment Instructions / Second,0.00402849
1427687457054,-1.0,Fragment ALU Instructions / Sec (Full),0.004028854
1427687457419,-1.0,Fragment ALU Instructions / Sec (Half),0.004029219
1427687457784,-1.0,Fragment EFU Instructions / Second,0.004029584
1427687458148,-1.0,Textures / Vertex,0.004029948
1427687458461,-1.0,Textures / Fragment,0.004030261
1427687458825,-1.0,ALU / Vertex,0.004030625
1427687459398,-1.0,ALU / Fragment,0.004031198
1427687459711,-1.0,EFU / Fragment,0.004031511
1427687460075,-1.0,EFU / Vertex,0.004031875
1427687460544,0.0,% Time Shading Fragments,0.004032344
1427687460909,0.0,% Time Shading Vertices,0.004032709
1427687461273,0.0,% Time Compute,0.004033073
1427687461638,0.0,% Shader ALU Capacity Utilized,0.004033438
1427687462054,0.0,% Time ALUs Working,0.004033854
1427687462367,0.0,% Time EFUs Working,0.004034167
1427687462784,0.0,% Nearest Filtered,0.004034584
1427687463096,0.0,% Linear Filtered,0.004034896
1427687463461,0.0,% Anisotropic Filtered,0.004035261
1427687463825,0.0,% Non-Base Level Textures,0.004035625
1427687464190,1823811200.0,Read Total (Bytes/sec),0.00403599
1427687464554,1464924032.0,Write Total (Bytes/sec),0.004036354
1427687465075,1509108992.0,Texture Memory Read BW (Bytes/Second),0.004036875
1427687465440,137864896.0,Vertex Memory Read (Bytes/Second),0.00403724
1427687465804,6576593.5,SP Memory Read (Bytes/Second),0.004037604
1427687466169,-1.0,Avg Bytes / Fragment,0.004037969
1427687466534,7.4574875831604,Avg Bytes / Vertex,0.004038334
1427687466950,380.58990478515625,Preemptions / second,0.00403875
1427687467315,0.4367843270301819,Avg Preemption Delay,0.004039115
1427687467679,545000000.0,GPU Frequency,0.004039479
1427688840128,545082752.0,Clocks / Second,0.005411928
1427688842836,23.11124038696289,GPU % Bus Busy,0.005414636
1427688843461,1.0750621557235718,% Vertex Fetch Stall,0.005415261
1427688844034,0.0,% Texture Fetch Stall,0.005415834
1427688844659,-1.0,L1 Texture Cache Miss Per Pixel,0.005416459
1427688845232,24.53121566772461,% Texture L2 Miss,0.005417032
1427688845805,0.006232244428247213,% Stalled on System Memory,0.005417605
1427688846221,23823712.0,Pre-clipped Polygons/Second,0.005418021
1427688846586,35.46375274658203,% Prims Trivially Rejected,0.005418386
1427688846950,2.15982723236084,% Prims Clipped,0.00541875
1427688847315,1.077662467956543,Average Vertices / Polygon,0.005419115
1427688847680,48738128.0,Reused Vertices / Second,0.00541948
1427688848044,-1.0,Average Polygon Area,0.005419844
1427688848461,0.0,% Shaders Busy,0.005420261
1427688848878,25673922.0,Vertices Shaded / Second,0.005420678
1427688849294,-1.0,Fragments Shaded / Second,0.005421094
1427688849659,-1.0,Vertex Instructions / Second,0.005421459
1427688850023,-1.0,Fragment Instructions / Second,0.005421823
1427688850388,-1.0,Fragment ALU Instructions / Sec (Full),0.005422188
1427688850753,-1.0,Fragment ALU Instructions / Sec (Half),0.005422553
1427688851221,-1.0,Fragment EFU Instructions / Second,0.005423021
1427688851534,-1.0,Textures / Vertex,0.005423334
1427688851898,-1.0,Textures / Fragment,0.005423698
1427688852263,-1.0,ALU / Vertex,0.005424063
1427688852628,-1.0,ALU / Fragment,0.005424428
1427688852940,-1.0,EFU / Fragment,0.00542474
1427688853357,-1.0,EFU / Vertex,0.005425157
1427688853721,0.0,% Time Shading Fragments,0.005425521
1427688854086,0.0,% Time Shading Vertices,0.005425886
1427688854450,0.0,% Time Compute,0.00542625
1427688854763,0.0,% Shader ALU Capacity Utilized,0.005426563
1427688855128,0.0,% Time ALUs Working,0.005426928
1427688855440,0.0,% Time EFUs Working,0.00542724
1427688855753,0.0,% Nearest Filtered,0.005427553
1427688856065,0.0,% Linear Filtered,0.005427865
1427688856430,0.0,% Anisotropic Filtered,0.00542823
1427688856794,0.0,% Non-Base Level Textures,0.005428594
1427688857159,1875180416.0,Read Total (Bytes/sec),0.005428959
1427688857523,2251709952.0,Write Total (Bytes/sec),0.005429323
1427688857888,1527686016.0,Texture Memory Read BW (Bytes/Second),0.005429688
1427688858253,173608064.0,Vertex Memory Read (Bytes/Second),0.005430053
1427688858565,4267150.0,SP Memory Read (Bytes/Second),0.005430365
1427688858930,-1.0,Avg Bytes / Fragment,0.00543073
1427688859242,6.7620391845703125,Avg Bytes / Vertex,0.005431042
1427688859607,0.0,Preemptions / second,0.005431407
1427688859971,0.0,Avg Preemption Delay,0.005431771
1427688860336,545000000.0,GPU Frequency,0.005432136
1427690331065,545053632.0,Clocks / Second,0.006902865
1427690338461,23.432050704956055,GPU % Bus Busy,0.006910261
1427690339086,0.4202750325202942,% Vertex Fetch Stall,0.006910886
1427690339451,0.0,% Texture Fetch Stall,0.006911251
1427690339867,-1.0,L1 Texture Cache Miss Per Pixel,0.006911667
1427690340232,26.0714054107666,% Texture L2 Miss,0.006912032
1427690340649,0.011836940422654152,% Stalled on System Memory,0.006912449
1427690341013,15469223.0,Pre-clipped Polygons/Second,0.006912813
1427690341378,29.115495681762695,% Prims Trivially Rejected,0.006913178
1427690341742,2.006932258605957,% Prims Clipped,0.006913542
1427690342159,1.0367152690887451,Average Vertices / Polygon,0.006913959
1427690342524,30345996.0,Reused Vertices / Second,0.006914324
1427690342940,-1.0,Average Polygon Area,0.00691474
1427690343357,0.0,% Shaders Busy,0.006915157
1427690343721,16037180.0,Vertices Shaded / Second,0.006915521
1427690344190,-1.0,Fragments Shaded / Second,0.00691599
1427690344711,-1.0,Vertex Instructions / Second,0.006916511
1427690345128,-1.0,Fragment Instructions / Second,0.006916928
1427690345649,-1.0,Fragment ALU Instructions / Sec (Full),0.006917449
1427690345961,-1.0,Fragment ALU Instructions / Sec (Half),0.006917761
1427690346378,-1.0,Fragment EFU Instructions / Second,0.006918178
1427690346690,-1.0,Textures / Vertex,0.00691849
1427690347107,-1.0,Textures / Fragment,0.006918907
1427690347419,-1.0,ALU / Vertex,0.006919219
1427690347940,-1.0,ALU / Fragment,0.00691974
1427690348305,-1.0,EFU / Fragment,0.006920105
1427690348669,-1.0,EFU / Vertex,0.006920469
1427690349138,0.0,% Time Shading Fragments,0.006920938
1427690349607,0.0,% Time Shading Vertices,0.006921407
1427690349971,0.0,% Time Compute,0.006921771
1427690350284,0.0,% Shader ALU Capacity Utilized,0.006922084
1427690350649,0.0,% Time ALUs Working,0.006922449
1427690351013,0.0,% Time EFUs Working,0.006922813
1427690351482,0.0,% Nearest Filtered,0.006923282
1427690351846,0.0,% Linear Filtered,0.006923646
1427690352419,0.0,% Anisotropic Filtered,0.006924219
1427690352940,0.0,% Non-Base Level Textures,0.00692474
1427690353357,1536984960.0,Read Total (Bytes/sec),0.006925157
1427690353721,2360753408.0,Write Total (Bytes/sec),0.006925521
1427690354190,1285929344.0,Texture Memory Read BW (Bytes/Second),0.00692599
1427690354555,116927704.0,Vertex Memory Read (Bytes/Second),0.006926355
1427690354867,4024685.5,SP Memory Read (Bytes/Second),0.006926667
1427690355336,-1.0,Avg Bytes / Fragment,0.006927136
1427690355649,7.291038990020752,Avg Bytes / Vertex,0.006927449
1427690356013,0.0,Preemptions / second,0.006927813
1427690356378,0.0,Avg Preemption Delay,0.006928178
1427690356794,545000000.0,GPU Frequency,0.006928594
1427691794242,545160768.0,Clocks / Second,0.008366042
1427691802524,30.37644386291504,GPU % Bus Busy,0.008374324
1427691803253,0.13073307275772095,% Vertex Fetch Stall,0.008375053
1427691803565,0.0,% Texture Fetch Stall,0.008375365
1427691804190,-1.0,L1 Texture Cache Miss Per Pixel,0.00837599
1427691804711,26.926258087158203,% Texture L2 Miss,0.008376511
1427691805284,0.010242619551718235,% Stalled on System Memory,0.008377084
1427691805701,4252839.5,Pre-clipped Polygons/Second,0.008377501
1427691806065,0.0,% Prims Trivially Rejected,0.008377865
1427691806430,3.422053337097168,% Prims Clipped,0.00837823
1427691807055,0.5078525543212891,Average Vertices / Polygon,0.008378855
1427691807524,4211359.0,Reused Vertices / Second,0.008379324
1427691807940,-1.0,Average Polygon Area,0.00837974
1427691808513,0.0,% Shaders Busy,0.008380313
1427691808826,2159815.5,Vertices Shaded / Second,0.008380626
1427691809242,-1.0,Fragments Shaded / Second,0.008381042
1427691810024,-1.0,Vertex Instructions / Second,0.008381824
1427691810440,-1.0,Fragment Instructions / Second,0.00838224
1427691810805,-1.0,Fragment ALU Instructions / Sec (Full),0.008382605
1427691811169,-1.0,Fragment ALU Instructions / Sec (Half),0.008382969
1427691811586,-1.0,Fragment EFU Instructions / Second,0.008383386
1427691811899,-1.0,Textures / Vertex,0.008383699
1427691812211,-1.0,Textures / Fragment,0.008384011
1427691812576,-1.0,ALU / Vertex,0.008384376
1427691813044,-1.0,ALU / Fragment,0.008384844
1427691813409,-1.0,EFU / Fragment,0.008385209
1427691813774,-1.0,EFU / Vertex,0.008385574
1427691814659,0.0,% Time Shading Fragments,0.008386459
1427691815024,0.0,% Time Shading Vertices,0.008386824
1427691815388,0.0,% Time Compute,0.008387188
1427691815753,0.0,% Shader ALU Capacity Utilized,0.008387553
1427691816117,0.0,% Time ALUs Working,0.008387917
1427691816482,0.0,% Time EFUs Working,0.008388282
1427691817107,0.0,% Nearest Filtered,0.008388907
1427691817472,0.0,% Linear Filtered,0.008389272
1427691817888,0.0,% Anisotropic Filtered,0.008389688
1427691818305,0.0,% Non-Base Level Textures,0.008390105
1427691818722,1196335232.0,Read Total (Bytes/sec),0.008390522
1427691819086,2472156160.0,Write Total (Bytes/sec),0.008390886
1427691819659,1088907008.0,Texture Memory Read BW (Bytes/Second),0.008391459
1427691820024,31452312.0,Vertex Memory Read (Bytes/Second),0.008391824
1427691820440,1079907.75,SP Memory Read (Bytes/Second),0.00839224
1427691820909,-1.0,Avg Bytes / Fragment,0.008392709
1427691821274,14.5625,Avg Bytes / Vertex,0.008393074
1427691821794,0.0,Preemptions / second,0.008393594
1427691822211,0.0,Avg Preemption Delay,0.008394011
1427691822576,545000000.0,GPU Frequency,0.008394376
1427693173513,544688320.0,Clocks / Second,0.009745313
1427693180128,2.292879581451416,GPU % Bus Busy,0.009751928
1427693180649,0.31503695249557495,% Vertex Fetch Stall,0.009752449
1427693181013,0.0,% Texture Fetch Stall,0.009752813
1427693181586,-1.0,L1 Texture Cache Miss Per Pixel,0.009753386
1427693181951,0.0,% Texture L2 Miss,0.009753751
1427693182420,0.0,% Stalled on System Memory,0.00975422
1427693182732,19475568.0,Pre-clipped Polygons/Second,0.009754532
1427693183097,99.99639892578125,% Prims Trivially Rejected,0.009754897
1427693183565,0.018001800402998924,% Prims Clipped,0.009755365
1427693183930,0.7153195142745972,Average Vertices / Polygon,0.00975573
1427693184399,15382017.0,Reused Vertices / Second,0.009756199
1427693184711,-1.0,Average Polygon Area,0.009756511
1427693185128,0.0,% Shaders Busy,0.009756928
1427693185493,13931254.0,Vertices Shaded / Second,0.009757293
1427693185961,-1.0,Fragments Shaded / Second,0.009757761
1427693186482,-1.0,Vertex Instructions / Second,0.009758282
1427693186847,-1.0,Fragment Instructions / Second,0.009758647
1427693187315,-1.0,Fragment ALU Instructions / Sec (Full),0.009759115
1427693187888,-1.0,Fragment ALU Instructions / Sec (Half),0.009759688
1427693188253,-1.0,Fragment EFU Instructions / Second,0.009760053
1427693188618,-1.0,Textures / Vertex,0.009760418
1427693188982,-1.0,Textures / Fragment,0.009760782
1427693189295,-1.0,ALU / Vertex,0.009761095
1427693189868,-1.0,ALU / Fragment,0.009761668
1427693190232,-1.0,EFU / Fragment,0.009762032
1427693190597,-1.0,EFU / Vertex,0.009762397
1427693191065,0.0,% Time Shading Fragments,0.009762865
1427693218618,0.0,% Time Shading Vertices,0.009790418
1427693219086,0.0,% Time Compute,0.009790886
1427693219451,0.0,% Shader ALU Capacity Utilized,0.009791251
1427693219763,0.0,% Time ALUs Working,0.009791563
1427693220128,0.0,% Time EFUs Working,0.009791928
1427693220597,0.0,% Nearest Filtered,0.009792397
1427693220961,0.0,% Linear Filtered,0.009792761
1427693221274,0.0,% Anisotropic Filtered,0.009793074
1427693221743,0.0,% Non-Base Level Textures,0.009793543
1427693222159,374873312.0,Read Total (Bytes/sec),0.009793959
1427693222472,194089552.0,Write Total (Bytes/sec),0.009794272
1427693222940,0.0,Texture Memory Read BW (Bytes/Second),0.00979474
1427693223305,83918488.0,Vertex Memory Read (Bytes/Second),0.009795105
1427693223618,4846629.0,SP Memory Read (Bytes/Second),0.009795418
1427693224034,-1.0,Avg Bytes / Fragment,0.009795834
1427693224347,6.023756980895996,Avg Bytes / Vertex,0.009796147
1427693224763,350.59527587890625,Preemptions / second,0.009796563
1427693225076,0.8078014254570007,Avg Preemption Delay,0.009796876
1427693225493,545000000.0,GPU Frequency,0.009797293
1427694521066,544928064.0,Clocks / Second,0.011092866
1427694523514,1.8649466037750244,GPU % Bus Busy,0.011095314
1427694524243,0.02069607749581337,% Vertex Fetch Stall,0.011096043
1427694524972,0.0,% Texture Fetch Stall,0.011096772
1427694525649,-1.0,L1 Texture Cache Miss Per Pixel,0.011097449
1427694526118,0.0,% Texture L2 Miss,0.011097918
1427694526482,0.0,% Stalled on System Memory,0.011098282
1427694526795,0.0,Pre-clipped Polygons/Second,0.011098595
1427694527159,0.0,% Prims Trivially Rejected,0.011098959
1427694527524,0.0,% Prims Clipped,0.011099324
1427694527889,0.0,Average Vertices / Polygon,0.011099689
1427694528201,12970.0517578125,Reused Vertices / Second,0.011100001
1427694528566,-1.0,Average Polygon Area,0.011100366
1427694528930,0.0,% Shaders Busy,0.01110073
1427694529243,12970.0517578125,Vertices Shaded / Second,0.011101043
1427694529607,-1.0,Fragments Shaded / Second,0.011101407
1427694530024,-1.0,Vertex Instructions / Second,0.011101824
1427694530389,-1.0,Fragment Instructions / Second,0.011102189
1427694530753,-1.0,Fragment ALU Instructions / Sec (Full),0.011102553
1427694531066,-1.0,Fragment ALU Instructions / Sec (Half),0.011102866
1427694531430,-1.0,Fragment EFU Instructions / Second,0.01110323
1427694531847,-1.0,Textures / Vertex,0.011103647
1427694532159,-1.0,Textures / Fragment,0.011103959
1427694532524,-1.0,ALU / Vertex,0.011104324
1427694532941,-1.0,ALU / Fragment,0.011104741
1427694533357,-1.0,EFU / Fragment,0.011105157
1427694533774,-1.0,EFU / Vertex,0.011105574
1427694534191,0.0,% Time Shading Fragments,0.011105991
1427694534503,0.0,% Time Shading Vertices,0.011106303
1427694534868,0.0,% Time Compute,0.011106668
1427694535232,0.0,% Shader ALU Capacity Utilized,0.011107032
1427694535545,0.0,% Time ALUs Working,0.011107345
1427694535909,0.0,% Time EFUs Working,0.011107709
1427694536430,0.0,% Nearest Filtered,0.01110823
1427694536795,0.0,% Linear Filtered,0.011108595
1427694537211,0.0,% Anisotropic Filtered,0.011109011
1427694537576,0.0,% Non-Base Level Textures,0.011109376
1427694537993,37953252.0,Read Total (Bytes/sec),0.011109793
1427694538305,36846476.0,Write Total (Bytes/sec),0.011110105
1427694538774,0.0,Texture Memory Read BW (Bytes/Second),0.011110574
1427694539139,0.0,Vertex Memory Read (Bytes/Second),0.011110939
1427694539503,0.0,SP Memory Read (Bytes/Second),0.011111303
1427694539868,-1.0,Avg Bytes / Fragment,0.011111668
1427694540232,0.0,Avg Bytes / Vertex,0.011112032
1427694540649,0.0,Preemptions / second,0.011112449
1427694541014,0.0,Avg Preemption Delay,0.011112814
1427694541378,545000000.0,GPU Frequency,0.011113178
1427695805389,544856512.0,Clocks / Second,0.012377189
1427695809816,100.0,GPU % Bus Busy,0.012381616
1427695810545,0.0,% Vertex Fetch Stall,0.012382345
1427695811118,0.0,% Texture Fetch Stall,0.012382918
1427695811639,-1.0,L1 Texture Cache Miss Per Pixel,0.012383439
1427695812055,0.0,% Texture L2 Miss,0.012383855
1427695812420,0.0,% Stalled on System Memory,0.01238422
1427695812784,0.0,Pre-clipped Polygons/Second,0.012384584
1427695813149,0.0,% Prims Trivially Rejected,0.012384949
1427695813514,0.0,% Prims Clipped,0.012385314
1427695813930,0.0,Average Vertices / Polygon,0.01238573
1427695814295,0.0,Reused Vertices / Second,0.012386095
1427695814659,-1.0,Average Polygon Area,0.012386459
1427695815024,0.0,% Shaders Busy,0.012386824
1427695815389,0.0,Vertices Shaded / Second,0.012387189
1427695815753,-1.0,Fragments Shaded / Second,0.012387553
1427695816222,-1.0,Vertex Instructions / Second,0.012388022
1427695816639,-1.0,Fragment Instructions / Second,0.012388439
1427695817003,-1.0,Fragment ALU Instructions / Sec (Full),0.012388803
1427695817368,-1.0,Fragment ALU Instructions / Sec (Half),0.012389168
1427695817732,-1.0,Fragment EFU Instructions / Second,0.012389532
1427695818045,-1.0,Textures / Vertex,0.012389845
1427695818514,-1.0,Textures / Fragment,0.012390314
1427695818878,-1.0,ALU / Vertex,0.012390678
1427695819243,-1.0,ALU / Fragment,0.012391043
1427695819607,-1.0,EFU / Fragment,0.012391407
1427695819972,-1.0,EFU / Vertex,0.012391772
1427695820389,0.0,% Time Shading Fragments,0.012392189
1427695820701,0.0,% Time Shading Vertices,0.012392501
1427695821066,0.0,% Time Compute,0.012392866
1427695821378,0.0,% Shader ALU Capacity Utilized,0.012393178
1427695821743,0.0,% Time ALUs Working,0.012393543
1427695822055,0.0,% Time EFUs Working,0.012393855
1427695822576,0.0,% Nearest Filtered,0.012394376
1427695822941,0.0,% Linear Filtered,0.012394741
1427695823357,0.0,% Anisotropic Filtered,0.012395157
1427695823774,0.0,% Non-Base Level Textures,0.012395574
1427695824191,0.0,Read Total (Bytes/sec),0.012395991
1427695824503,172847.84375,Write Total (Bytes/sec),0.012396303
1427695824920,0.0,Texture Memory Read BW (Bytes/Second),0.01239672
1427695825232,0.0,Vertex Memory Read (Bytes/Second),0.012397032
1427695825597,0.0,SP Memory Read (Bytes/Second),0.012397397
1427695825962,-1.0,Avg Bytes / Fragment,0.012397762
1427695826326,0.0,Avg Bytes / Vertex,0.012398126
1427695826743,0.0,Preemptions / second,0.012398543
1427695827107,0.0,Avg Preemption Delay,0.012398907
1427695827472,545000000.0,GPU Frequency,0.012399272
1427697099295,545090560.0,Clocks / Second,0.013671095
1427697102316,100.0,GPU % Bus Busy,0.013674116
1427697103097,0.0,% Vertex Fetch Stall,0.013674897
1427697103826,0.0,% Texture Fetch Stall,0.013675626
1427697104608,-1.0,L1 Texture Cache Miss Per Pixel,0.013676408
1427697105233,0.0,% Texture L2 Miss,0.013677033
1427697105962,0.0,% Stalled on System Memory,0.013677762
1427697106587,0.0,Pre-clipped Polygons/Second,0.013678387
1427697107055,0.0,% Prims Trivially Rejected,0.013678855
1427697107420,0.0,% Prims Clipped,0.01367922
